text_id,source,post_text,timestamp,likes,comments,shares
news_0058,news,Boston Scientific Says It Won't Meet Guidance After Cyberattack - mddionline.com,2026-09-08 07:00:00+00:00,,,
news_0047,news,"Boston Scientific resumes shipping after cyberattack, but says it's 'unlikely' to hit growth target - The Business Journals",2026-09-08 07:00:00+00:00,,,
news_0063,news,"Boston Scientific says cyberattack likely to hurt 2026 sales, profit By Reuters - Investing.com",2026-09-08 07:00:00+00:00,,,
news_0045,news,"Boston Scientific Says Cyberattack Will Impact 2026 Results — Says It Is ‘Unlikely’ To Meet Net Sales Growth, EPS Guidance Ranges - TradingView",2026-09-08 07:00:00+00:00,,,
news_0026,news,"Boston Scientific Slammed After Cyberattack Hamstrings Sales, Profit - Investor's Business Daily",2026-09-08 07:00:00+00:00,,,
news_0044,news,Boston Scientific unlikely to meet guidance due to cyberattack - MedTech Dive,2026-09-08 07:00:00+00:00,,,
news_0091,news,Boston Scientific on road to recovery following cyberattack - finance.yahoo.com,2026-09-08 07:00:00+00:00,,,
news_0039,news,Boston Scientific left nursing its bottom line after cyberattack - The Register,2026-09-08 07:00:00+00:00,,,
news_0038,news,Boston Scientific ‘Unlikely to Meet’ Earnings Guidance After Cyberattack. Stock Falls. - Barron's,2026-09-08 07:00:00+00:00,,,
news_0084,news,Boston Scientific struggles to meet its forecast following cyberattack - medwatch.com,2026-09-08 07:00:00+00:00,,,
news_0030,news,"Boston Scientific says unlikely to meet 2026 sales, profit forecast after cyberattack - finance.yahoo.com",2026-09-08 07:00:00+00:00,,,
news_0096,news,Boston Scientific Flags Guidance Miss Amid 'Material Impact' From Cybersecurity Incident; Shares Fall - finance.yahoo.com,2026-09-08 07:00:00+00:00,,,
news_0087,news,Boston Scientific Says It Won't Meet 2026 Guidance After Cyberattack - Benzinga,2026-09-08 07:00:00+00:00,,,
news_0055,news,Boston Scientific Warns On Earnings After Cyberattack - TradingView,2026-09-08 07:00:00+00:00,,,
news_0053,news,Boston Scientific misses 2026 guidance after cyberattack - qz.com,2026-09-08 07:00:00+00:00,,,
news_0100,news,"Boston Scientific says unlikely to meet 2026 sales, profit forecast after cyberattack - CNA",2026-09-08 07:00:00+00:00,,,
news_0017,news,Boston Scientific Won’t Meet Guidance Due to Cyberattack - WSJ,2026-09-08 07:00:00+00:00,,,
news_0014,news,Boston Scientific cyberattack likely to have ‘material impact’ on financial results - Fierce Biotech,2026-09-08 07:00:00+00:00,,,
news_0008,news,"Boston Scientific says unlikely to meet 2026 sales, profit forecast after cyberattack - Reuters",2026-09-08 07:00:00+00:00,,,
news_0004,news,Boston Scientific Unlikely to Meet Forecasts After Cyber Attack - Bloomberg.com,2026-09-08 07:00:00+00:00,,,
2097265156338462859,twitter,"ตลอดปี 2026 บริษัทเทคโนโลยีและเครื่องมือแพทย์รายใหญ่ในสหรัฐฯ อย่างน้อย 10 แห่งเปิดเผยเหตุโจมตีไซเบอร์หรือถูกเข้าถึงระบบโดยไม่ได้รับอนุญาต ตั้งแต่ Stryker, Medtronic, iRhythm, Baylor Genetics ไปจนถึง Boston Scientific ความเสียหายครอบคลุมทั้งข้อมูลส่วนบุคคลและข้อมูลสุขภาพ ระบบผลิต การจัดส่งสินค้า และบริการบางส่วนที่เกี่ยวข้องกับผู้ป่วย
.
บางกรณีกระทบถึงการเลื่อนการรักษาหรือการเปิดใช้ระบบติดตามผู้ป่วยรายใหม่ ขณะที่หลายบริษัทยืนยันว่าอุปกรณ์การแพทย์ไม่ได้ถูกแฮ็กโดยตรง อ่านต่อเพื่อดูรายละเอียดแต่ละเหตุการณ์ ช่องโหว่ที่ผู้โจมตีใช้ และแนวทาง Cybersecurity ฉบับใหม่ของ FDA ที่สะท้อนว่าความเสี่ยงไม่ได้อยู่แค่ตัวอุปกรณ์ แต่รวมถึงระบบไอที Cloud และบัญชีผู้ใช้งานด้วย
.
#ข้อมูลรั่ว
#โจมตีทางไซเบอร์
#การแพทย์
#บริษัทยา
#เครื่องมือแพทย์ 
#โพสต์ทูเดย์
#Posttoday",2026-09-08 10:05:53+00:00,2.0,1.0,0.0
2097268557297995925,twitter,"$BSX Cybersecurity incident likely to materially affect Q3 and FY26 results; Unlikely to meet prior net sales growth and adj EPS guidance - filing (Boston Scientific Corporation)
(More at https://t.co/PH3gojA7J2)",2026-09-08 10:19:24+00:00,4.0,0.0,1.0
2097270152161358188,twitter,"Boston Scientific says an August 25 cyberattack is likely to prevent it from meeting Q3 and full-year guidance.

Most manufacturing and distribution systems have been restored, and updated guidance is due October 28.",2026-09-08 10:25:44+00:00,2.0,0.0,0.0
2097279490376294670,twitter,Boston Scientific Won’t Meet Guidance Due to Cyberattack https://t.co/SMi6a2TlHp,2026-09-08 11:02:50+00:00,4.0,0.0,1.0
2097280528839766213,twitter,Boston Scientific ‘Unlikely to Meet’ Earnings Guidance After Cyberattack. Stock Falls. https://t.co/iGQV47hzik,2026-09-08 11:06:58+00:00,1.0,1.0,1.0
2097282803150754105,twitter,"Boston Scientific says cyberattack will materially hit Q3, full-year results $CIBR $HACK $IHAK $BUG $BSX @SeekingAlpha https://t.co/cViUk28W9l",2026-09-08 11:16:00+00:00,8.0,3.0,0.0
2097284062855545328,twitter,"Boston Scientific said it likely won’t meet its financial guidance due to the cyberattack that has disrupted its operations, sending shares of the medical-technology company down sharply in premarket trading. https://t.co/kVoPHawY7m",2026-09-08 11:21:00+00:00,23.0,10.0,15.0
2097285340398768214,twitter,"$BSX Boston Scientific officially filed an Item 1.05 confirming the cybersecurity incident is likely to have a ""material impact"" on Q3 and FY26 results, stating it is now ""unlikely to meet"" the sales growth and adjusted EPS guidance provided on July 29.

This is a textbook reminder for traders on why separating operational triage from the income statement matters. Systems coming back online is great news for factory floors, but the tape trades earnings power. With formal financial updates deferred until the Oct 28 call, holding through an open liability requires pricing blind variables.

Discipline over cheerleading.",2026-09-08 11:26:05+00:00,10.0,0.0,2.0
2097288983856263333,twitter,"🔔 Boston Scientific cybersecurity update

All LATITUDE services are now functioning normally. Affected patients and those with new implants can now be enrolled.

Full update: https://t.co/Uu7MLBHp2n https://t.co/ezhesFOSq1",2026-09-08 11:40:34+00:00,3.0,0.0,1.0
2097291364551500214,twitter,"$BSX 47.80 down 2 identified a cybersecurity incident affecting certain information        technology systems and resulting in a global disruption to its        operations, the company said in a Form 8-K filing Tuesday.
The incident, first identified Aug. 25, resulted in a network outage        affecting access to certain operating systems and business applications,        Boston Scientific said.
Boston Scientific said it has not identified evidence of ongoing        unauthorized access and is working with third-party cybersecurity        experts to investigate, assess, and contain the impact of the incident        and restore operations.
As a result of the incident, Boston Scientific expects to recover part        of the impacted revenue but is unlikely to meet its net sales growth and        adjusted EPS guidance ranges for the third quarter and full year 2026,        it said.
Boston Scientific said it does not currently expect the incident to have        a material impact on its long-term financial condition and plans to        update its operational and financial outlook during its third-quarter        results call on Oct. 28.",2026-09-08 11:50:01+00:00,3.0,0.0,0.0
2097299994369753133,twitter,"Top 10 News Today

Tuesday, September 8, 2026

1. 📈 U.S. Stocks — Oil Shock Puts Wall Street on the Defensive

FACT
 Reference point: latest completed U.S. session, Friday, September 4, 2026. U.S. markets were closed Monday for Labor Day.
Dow Jones: 53,414.25 (-0.51%)
S&P 500: 7,718.60 (-0.38%)

Nasdaq Composite: 26,506.99 (-0.29%)

Russell 2000: 2,975.65 (+0.25%)
Current premarket reference, Tuesday ~4:00 a.m. ET: Dow futures 52,954 (-0.91%), S&P 500 futures 7,689.50 (-0.42%), Nasdaq-100 futures 29,513.25 (-0.18%), Russell 2000 futures 2,955.90 (-0.70%). These are futures, not cash-index levels.

BACKGROUND
The immediate pressure is the Middle East. Brent crude moved toward $100/barrel after Iran-backed Houthis attacked Saudi cities and energy infrastructure. At the same time, Friday's unexpectedly strong U.S. jobs report pushed Treasury yields higher and increased concern about a September Fed rate hike.

WHY IT MATTERS
Stocks now face a difficult combination: higher oil → higher inflation risk → higher-for-longer interest rates. Friday's CPI report is therefore particularly important. If inflation reaccelerates because of energy prices, the market's rate expectations could move sharply again.

2. 🤖 Mistral Raises €3 Billion as Europe Tries to Build an AI Alternative

FACT
French AI company Mistral AI raised €3 billion, giving the company a valuation of about €21 billion ($24 billion). It is the largest equity funding round for a privately owned European technology company. Samsung Electronics, PSG Equity and the EU-backed Scaleup Europe Fund participated.

BACKGROUND
Mistral is positioning itself as a European alternative to U.S. companies such as OpenAI and Anthropic and to China's rapidly developing AI sector. The company intends to use the money for AI-model development, computing infrastructure and frontier research.

Mistral's strategy emphasizes open-weight models and European technological sovereignty, while also building its own computing infrastructure.

WHY IT MATTERS
Europe is trying to avoid becoming merely a customer of American and Chinese AI.
The funding does not mean Mistral is technologically equal to OpenAI or Anthropic. But €3 billion gives it enough capital to become a serious regional AI infrastructure and model competitor.

3. ⚖️ Huawei Goes on Trial in New York Over Iran, Trade Secrets and Fraud

FACT
Chinese technology company Huawei is facing a U.S. criminal trial in New York over allegations including trade-secret theft, sanctions violations involving Iran and North Korea, and wire and bank fraud. The case also includes allegations that Huawei assisted Iranian authorities with surveillance technology.

BACKGROUND
The U.S. government's case dates back several years and forms part of Washington's broader national-security confrontation with Huawei. The company has denied wrongdoing and has challenged the government's allegations and jurisdiction.
Huawei has simultaneously invested heavily in domestic semiconductor development after U.S. restrictions limited its access to advanced American technology.

WHY IT MATTERS
This trial is about more than one company. It sits at the intersection of technology, sanctions, national security and U.S.-China competition.
A conviction could strengthen Washington's argument for even tighter restrictions on Chinese technology companies. An acquittal or major narrowing of the case would have the opposite effect.

4. 🛢️ Middle East War Sends Oil Toward $100 as Saudi Arabia Comes Under Attack

FACT
Iran-backed Houthi forces attacked four cities in southern Saudi Arabia on Tuesday, causing casualties and striking energy-related infrastructure, according to Reuters. Saudi authorities said 73 people were injured.
Oil prices rose sharply, with Brent approaching $100 a barrel. Shipping traffic through the Strait of Hormuz has also slowed after Iran threatened retaliation for U.S. attacks.

BACKGROUND
The conflict has already reduced Middle Eastern oil flows and disrupted shipping. Gulf producers are attempting to reroute some exports through alternative ports and pipelines, while non-OPEC producers are increasing output.

WHY IT MATTERS
The biggest danger is a second-round inflation shock.
If oil stays near $100 or moves above it, transportation, manufacturing and consumer prices can rise just as central banks are trying to contain inflation. That would make the Fed's policy problem considerably harder.

5. 🇺🇦 Russia Strikes Kyiv After U.S. Envoys Leave Ukraine

FACT
Russia launched a new wave of drones and ballistic missiles against Kyiv early Tuesday, killing at least three people, shortly after U.S. envoys Steve Witkoff and Jared Kushner completed their latest diplomatic visits to Ukraine and Russia.
Ukrainian President Volodymyr Zelenskyy said the U.S. envoys had presented several ""decent ideas"" for advancing peace negotiations, but no breakthrough has been reached.

BACKGROUND
The diplomatic effort is examining issues including energy infrastructure, grain shipments and prisoner exchanges. Territorial control in the Donbas remains one of the central unresolved issues.

WHY IT MATTERS
The timing is revealing. Diplomacy is progressing while military pressure continues.
The attack suggests Moscow is not yet willing to pause its military campaign simply because negotiations have resumed. Any credible peace process will therefore require something much more concrete than diplomatic statements.

6. 🗳️ U.S. Midterms: Senate Control Is Now a Genuine Toss-Up

FACT
With less than two months until the 2026 midterm elections, control of the U.S. Senate is increasingly uncertain. Democrats need a net gain of four seats to take control.
Several traditionally Republican states are now competitive, while Republicans are also targeting opportunities in Democratic-held or vulnerable seats.

BACKGROUND
President Trump's approval rating remains weak, and voters are increasingly focused on the economy, fuel prices and the consequences of trade policy. Campaign spending is expected to exceed $3.4 billion in Senate races.

WHY IT MATTERS
A Democratic Senate would significantly constrain Trump's second-term agenda, especially on judicial confirmations, legislation and executive appointments.
For markets, the election could also affect taxes, regulation, energy policy and government spending.

7. 🛡️ Boston Scientific Cyberattack Expected to Hit 2026 Results

FACT
Boston Scientific said Tuesday that a cybersecurity incident has significantly disrupted its global manufacturing and order-shipment operations and is expected to materially hurt its 2026 sales and adjusted-profit outlook. Shares fell about 4.5% in premarket trading.

BACKGROUND
The incident began disrupting company operations in August and affected information systems supporting manufacturing and other business functions. The company is continuing its investigation and recovery efforts.
This is a real-world commercial cybersecurity incident, not an AI model's cyber capability or an AI safety-control issue.

WHY IT MATTERS
The episode demonstrates why cybersecurity is increasingly a business-continuity problem, not merely an IT problem.
For medical-device companies, manufacturing disruption can affect both revenue and the availability of products used by hospitals. Investors are increasingly pricing cyber risk directly into corporate valuations.

8. 🗼 Culture — Eiffel Tower Investigates Allegations That Female Staff Were Hidden

FACT
Paris authorities are investigating allegations that female employees at the Eiffel Tower were asked to leave their workstations during a visit by a Hindu religious delegation. Staff unions protested, while the delegation's organization denied imposing restrictions and apologized for any distress.

BACKGROUND
The incident reportedly occurred during a private early-morning visit by the BAPS Hindu organization. French political figures criticized the reported treatment of women as inconsistent with French principles of equality.
The investigation is intended to determine what actually happened and who made the relevant decisions.

WHY IT MATTERS
This has quickly become a cultural debate about religious accommodation versus secularism and gender equality.
The important distinction is that the central allegation remains under investigation; it should not be treated as an established fact that the religious delegation itself ordered women to be removed.

9. 🎬 Entertainment — Susan Sarandon Says Political Views Still Cost Her Film Roles

FACT
At the Venice Film Festival, Susan Sarandon said she continues to lose acting opportunities because of her outspoken support for Palestinians. She said industry contacts have warned against casting her because of her political views.

BACKGROUND
Sarandon was dropped by talent agency UTA in 2023 following comments about Israel and Palestinians. She is currently promoting The Echo Chamber, which is competing for Venice's Golden Lion.
Her comments come during a politically charged Venice festival in which several films and events have addressed the Israel-Gaza conflict.

WHY IT MATTERS
The issue raises a longstanding Hollywood question: How much should political speech affect an actor's career?
There is also a practical distinction between discrimination, ordinary casting decisions and industry backlash. Sarandon's account is her own claim; there is no independent evidence establishing that every lost role resulted from her political views.

10. 🎾 U.S. Open — Alcaraz and Sabalenka Reach the Quarterfinals

FACT
Defending champions Carlos Alcaraz and Aryna Sabalenka have both reached the U.S. Open quarterfinals. Alcaraz advanced after defeating American Ben Shelton, while Sabalenka also continued her title defense.
Alexander Zverev also reached the men's quarterfinals after defeating Luciano Darderi in straight sets. He is the only player to have reached the quarterfinals at all four Grand Slams in 2026

BACKGROUND
Alcaraz is defending his New York title after returning from a lengthy wrist injury. Sabalenka is attempting to win the U.S. Open for a third consecutive year.

WHY IT MATTERS
The tournament is now entering the stage where the defending champions' dominance will be seriously tested.
For American tennis, the most important storyline is whether the next generation—particularly Shelton and other young Americans—can break through against the established global stars.",2026-09-08 12:24:19+00:00,2.0,2.0,0.0
2097302700886982801,twitter,"Boston Scientific says a cybersecurity incident has impacted its ability to ship its products to customers, and will cause it to miss its forecasts for the year https://t.co/tOYZmbrraY",2026-09-08 12:35:04+00:00,21.0,7.0,3.0
2097303565429542915,twitter,Boston Scientific says it's unlikely to meet 2026 sales and profit forecast after cyberattack https://t.co/CIrcHyXP94,2026-09-08 12:38:30+00:00,3.0,0.0,1.0
2097336682311790700,twitter,"Boston Scientific says unlikely to meet 2026 sales, profit forecast after cyberattack https://t.co/gZyeWiWUCo https://t.co/gZyeWiWUCo",2026-09-08 14:50:06+00:00,8.0,1.0,4.0
2097346793918877955,twitter,"Boston Scientific Slammed After Cyberattack Hamstrings Sales, Profit https://t.co/fumE0P15Q3",2026-09-08 15:30:17+00:00,1.0,3.0,0.0
2097350940064088133,twitter,Boston Scientific left nursing its bottom line after cyberattack https://t.co/vuLfhQGfPn,2026-09-08 15:46:45+00:00,2.0,2.0,0.0
2097351062567170353,twitter,Boston Scientific left nursing its bottom line after cyberattack https://t.co/qvo9Sg3GxY,2026-09-08 15:47:14+00:00,1.0,0.0,0.0
2097356609685262403,twitter,"$BSX just showed why cybersecurity is now an operating risk, not an IT expense.

An August 25 cyberattack disrupted manufacturing and order fulfillment badly enough that Boston Scientific now expects to miss Q3 and full-year guidance. Shares are down more than 4% today and roughly 50% this year.

The systems are coming back online, but the lesson is bigger: when software fails, factories stop, shipments freeze and revenue disappears.

Cybersecurity spending looks expensive until the breach hits the income statement.",2026-09-08 16:09:17+00:00,7.0,0.0,1.0
2097357462240444705,twitter,"$BSX - BOSTON SCIENTIFIC WILL MISS ITS GUIDANCE AND WON'T SAY BY HOW MUCH UNTIL OCTOBER 28

Boston Scientific makes the hardware that goes inside patients: coronary stents, catheters, implantable cardiac devices. On August 25 it identified a cybersecurity incident that took out the systems running its plants and its warehouses. This was never a privacy story. The filing says the outage ""impacted the Company's ability to manufacture as well as process and ship customer orders.""

That first 8-K went out under Item 8.01, the miscellaneous box, and said the company ""has not yet determined whether the incident is reasonably likely to have a material impact."" Thirteen days later the same event came back under Item 1.05, the item reserved for a material cybersecurity incident. The cover page conceded before the paragraph did.

What it concedes is that July's guidance is unreachable: 3 to 5% sales growth in the third quarter, adjusted EPS of $0.80 to $0.82. The company expects to recover ""some portion"" of the lost revenue as production resumes. It will not size the hole until the October 28 results call.

An 8-K's item number is a conclusion the company has reached, not a heading its lawyers picked. Watch which box gets checked the second time.",2026-09-08 16:12:40+00:00,3.0,0.0,0.0
2097361908332470357,twitter,"Boston Scientific says unlikely to meet 2026 sales, profit forecast after cyberattack https://t.co/37N1NSYvAL",2026-09-08 16:30:20+00:00,2.0,1.0,0.0
2097368696486531162,twitter,"Stocks to Watch

$AMGN: -5% after Novartis-partner Ionis reported their rival Lp(a)-lowering drug pelacarsen failed to reduce cardiovascular risk in a late-stage trial, raising doubts about Amgen's own competing drug, olpasiran, in the same class.

$INTC: +9% after an analyst upgrade and reports the company plans to raise CPU prices.

$QCOM: +5% after announcing a new collaboration with Amazon $AMZN.

$BE (Bloom Energy): +8% after being added to the S&P 500.

$NKE: Down slightly as it prepares to exit the S&P 100 later this month.

$BSX (Boston Scientific): -4% after warning a cyberattack could prevent it from meeting financial guidance.

$QBTS, $RGTI, ethereum:0x4a220e6096b25eadb88358cb44068a3248254675: Quantum stocks gained 4%+ after the U.S. government announced a combined $300M CHIPS Act investment.

What's your read: is the quantum computing rally justified, or is this a case of everyone chasing the next hype wave?

#StockMarket #Amgen #Intel #Qualcomm #QuantumComputing #Markets",2026-09-08 16:57:19+00:00,3.0,0.0,0.0
2097374043158753550,twitter,"Dfinity's Internet Computer Protocol (ICP)🌎 ""Boston Scientific said it no longer expects to meet ​its previously issued third-quarter and full-year 2026 sales and adjusted profit ‌forecasts, after a CYBERSECURITY INCIDENT disrupted the medical device maker's global operations."" https://t.co/h2dMFfPwdd",2026-09-08 17:18:33+00:00,6.0,0.0,0.0
2097392567709204608,twitter,"Boston Scientific stock sank after cyberattack knocked out its 2026 forecast: The medical device maker said it is unlikely to meet its full-year sales growth and adjusted earnings targets, and will update investors on Oct. 28 https://t.co/d4IYBlLvKo https://t.co/k2ArRbS1YN",2026-09-08 18:32:10+00:00,2.0,0.0,2.0
2097399668351148541,twitter,"Boston Scientific says unlikely to meet 2026 sales, profit forecast after cyberattack https://t.co/DDc7h5bYKv https://t.co/DDc7h5bYKv",2026-09-08 19:00:23+00:00,9.0,0.0,4.0
2097400355420017039,twitter,Boston Scientific left nursing its bottom line after cyberattack https://t.co/WZ0dEz3drX,2026-09-08 19:03:07+00:00,1.0,0.0,0.0
2097419837270118678,twitter,"A cyberattack stopped Boston Scientific from shipping medical devices to hospitals and clinics for more than a week. In a recent update the company said its systems still weren't restored, and gave no date for when they would be.

It has now cut its sales and profit forecast for the year and told the SEC that attackers took patient health data along with confidential company information. The shares fell.

Boston Scientific hasn't said what kind of attack hit it on 25 August, or how the attackers got in.",2026-09-08 20:20:32+00:00,95.0,5.0,16.0
2097429406872449383,twitter,"📌 Stocks in Focus Tuesday After the Bell 9/8/26

Intel $INTC: Jumped roughly 9%, making it one of the strongest large-cap technology names on the board as semiconductor stocks continued to attract buyers.

Qualcomm $QCOM: Gained about 3.2% after announcing its major AI data-center partnership with Amazon.

ServiceNow $NOW: Fell approximately 5% as renewed AI disruption concerns hit software stocks.

Salesforce $CRM: Lost about 4% and was also one of the biggest drags on the Dow.

Amgen $AMGN: Dropped roughly 10% as disappointing Novartis trial results raised questions around a competing Amgen drug program.

Novartis $NVS: U.S.-listed shares plunged nearly 14% following another disappointing late-stage clinical trial result.

Boston Scientific $BSX: Fell 5.9% after warning that a cybersecurity-related outage will likely prevent it from meeting current quarterly and full-year guidance.",2026-09-08 20:58:33+00:00,2.0,0.0,0.0
2097470536762769770,twitter,"Boston Scientific announced it is unlikely to meet its third-quarter and full-year 2026 sales and profit forecasts following a late-August cyberattack
#News",2026-09-08 23:41:59+00:00,6.0,2.0,0.0
2097471833570230456,twitter,Boston Scientific Won’t Meet Guidance Due to Cyberattack https://t.co/LtgTuMz2iu,2026-09-08 23:47:08+00:00,3.0,5.0,1.0
