text_id,post_text,sentiment_label,topic_category
TXT_00430,Did you know today (July 19) is National Ice Cream Day? :D What's your fave flavor?,Positive,Community_Discussion
TXT_00431,"@user Tell Obama NO on a joint session September 7th. His arrogance and gall are appalling. Let the Republicans debate.""",Negative,Technical_Issues
TXT_00432,Amazon prime is literally a lie....I ordered a book LAST MONDAY &amp; it still isn't here. do better @user,Negative,Community_Discussion
TXT_00433,@user lol bruh pls dont miss ur flight tommorow i had you winning with Oracle at 3rd Prof 2nd,Neutral,Community_Discussion
TXT_00434,"@user OK, then I probably watched that one too.  I remember Ric Flair.  I loved the Monday Night Wars.",Positive,Community_Discussion
TXT_00435,Yakub should be hanged to death tomorrow the Mumbai's culprid else will oppose it by following a black day,Negative,Community_Discussion
TXT_00436,frank ocean idk how im going to make it through tomorrow so pls drop the album,Neutral,Community_Discussion
TXT_00437,"@user @user @user may 9th, the Snoop Dogg thing (check the imgur link (:)",Neutral,Community_Discussion
TXT_00438,"@user Good morning Sue, mum was good yesterday, she going to Blackpool Illuminations tomorrow, &amp; fish &amp; chip lunch, she'll enjoy...""",Positive,Community_Discussion
TXT_00439,Stick with Libero for live updates from the games tomorrow: Feyenoord vs Ajax and Bayern Munich vs Bayer Leverkusen,Neutral,Technical_Issues
TXT_00440,"""Out or ALL THE GIRLS IN THE UNIVERSE, shawn MAY have a thing with a girl that annoys the fuck out of me gtg""",Negative,Community_Discussion
TXT_00441,5th grade Ss in @user class study decimals with Minecraft.,Positive,Community_Discussion
TXT_00442,"""August 8, Happy Birthday Dave Evans aka the Edge from U2.",Positive,Technical_Issues
TXT_00443,"@user friend I heard that Rahul Gandhi is interested in hiring prashanth Kishore,may be he can try his luck by approaching congress.""",Neutral,Technical_Issues
TXT_00444,Toni Gonzaga will be in Legazpi on October 30. Huhuhuhu. I wanna cry i want to come but how? I dont have money. Waaaah @user,Negative,Community_Discussion
TXT_00445,"""Royals Rumblings for October 17. The Royals are the future of baseball, expensive WS tix and #bringbacksungwoo",Positive,Community_Discussion
TXT_00446,Make sure everyone comes out to our first opener practice tomorrow at 6:30 at the Murphy Center in dance studio B!!!,Neutral,Community_Discussion
TXT_00447,"it's August 5 in MetLife stadium, stay safe Harry, thinking about you the whole night #HarryBeCareful",Positive,Community_Discussion
TXT_00448,On the train to the Capital for the Edinburgh Derby. C'Mon the #Hearts #Believe #HMFC #ThePrideOfEdinburgh #HeartofMidlothian,Positive,Community_Discussion
TXT_00449,"""The first Hickman Reading Club meeting is Thursday, September 27 from 3:00 to 4:00. See you there! :)""",Positive,Community_Discussion
TXT_00450,@user @user Can\u2019t really remember but I think it was Capello\u2019s 2nd and we started with 9 or 10 wins and ended with Chimenti,Neutral,Community_Discussion
TXT_00451,"""Been a little busy lately, just now getting to see Ant-Man. Oh and I'm a child! @ West 21st St. Warren",Positive,Community_Discussion
TXT_00452,"@user Game 3 of the Finals will be played this coming Friday,1pm at the Smart Araneta Coliseum. Game will be aired LIVE over at TV5.""",Neutral,Community_Discussion
TXT_00453,i hope justin's concert thursday gets cancelled bc of the thunder storm thats supposed to happen,Negative,Technical_Issues
TXT_00454,SOS where do I find the 4th season of Naruto online?,Neutral,Community_Discussion
TXT_00455,"@user I may not be speaking for the whole world here, but have always thought Bono is a wanker &amp; U2 overrated. There I have said it.""",Negative,Community_Discussion
TXT_00456,"""May Odin, Thor, and Frey lend me the strength of my Viking ancestors to make it through my next two finals. #backtostroz #FiNoles""",Positive,Community_Discussion
TXT_00457,Why is Rahul Gandhi smiling? C'mon the answer is simple. He is absolutely free to watch Chota Bheem now.,Neutral,Community_Discussion
TXT_00458,We're supposed to believe a pap recognised and papped Briana on Oct 26 then just sat on the pics til Nov 3 lmfao PLEASE,Neutral,Technical_Issues
TXT_00459,"@user CHANGED HER MIND? She bailed on st Pattys, & now she def needs to come! Im thinking about leaving after work on that Friday?""",Positive,Community_Discussion
TXT_00460,Justin may grow up but he will always be the same ALWAY the Kidrauhl tht will be caring for fans being weird and making others smile,Positive,Community_Discussion
TXT_00461,Great piece on Joe Cole\u2019s demise in tomorrow\u2019s Independent by @user Cole was the first England player who was younger than me,Positive,Community_Discussion
TXT_00462,It\u2019s not a real Wednesday morning if there isnt a guy at the trolley stop throwing up into the creek... Margarita day got em,Negative,Community_Discussion
TXT_00463,I was so close to not going to otra and go to Disneyland on the 9th-11th but my parents love me so much. Thanks,Positive,Community_Discussion
TXT_00464,It\u2019s Presidents Day at the White House Thursday. Barack Obama hosts George W. Bush for unveiling of portrait. George H.W. Bush there too.,Neutral,Community_Discussion
TXT_00465,UK vs SC game Sat at 7pm. Only on CBS College Sports. Channel 256 in the Preferred tier in Bremen&Brooks. Call 855-55-CABLE & upgrade! #fb,Positive,Community_Discussion
TXT_00466,@user @user I don't think Thursday is the worst my any means...Rolling Stone? C'mon,Negative,Community_Discussion
TXT_00467,@user @user it may have have gotten a higher score never denied that fact....but Nicki's album is STILL critically acclaimed. Lol,Positive,Community_Discussion
TXT_00468,Walking through Glasgow in the pissing rain then George Harrison's dulcet tones appear on my earphones with 'Here Comes The Sun'. Nice.,Positive,Technical_Issues
TXT_00469,Hulk Hogan you did nothing wrong! I work a black man. We call each other nigga all the time. He may be my...,Positive,Community_Discussion
TXT_00470,@user @user HELP!! Bobby Jindal has just doomed Louisana.,Negative,Feature_Feedback
TXT_00471,Sat next to a woman on the plane today who flipped through photos of her cat on her iPad the whole time. #spiritanimal,Positive,Community_Discussion
TXT_00472,Tomorrow's Barbarians game at West Harrow has been postponed due to the weather.,Neutral,Community_Discussion
TXT_00473,"""If Dana White was smart, he would've waited on this fight. Stretched it out May v Pac style. McGregor is a promotional magnet. #UFC""",Negative,Community_Discussion
TXT_00474,What the crap\u002c NBC? The Voice does NOT belong on Thursday nights. I need my 30 Rock\u002c Parks and Red\u002c and The Office. And I want #Community!,Negative,Community_Discussion
TXT_00475,Desperation Day (February 13th)  the most well known day in all mens life.,Negative,Community_Discussion
TXT_00476,I was a Donald Trump supporter for PResident but then I heard John Kasich make some good point so now so I switched - said no one tomorrow,Neutral,Community_Discussion
TXT_00477,@user @user It will happen in 4th year and remember Rahul don't make him hero like u guys did with yakub,Negative,Technical_Issues
TXT_00478,"""Germany refusing to bail out Italy: Source: polizeros.com --- Saturday, August 06, 2011Zero Hedge It just went f...",Neutral,Community_Discussion
TXT_00479,@user @user I dropped my iPhone in the beer cooler on the beach yesterday so I gotta get a new one tomorrow,Negative,Community_Discussion
TXT_00480,I'm pretty sure U2 invented the 3rd world so they had someone who actually looked them.,Negative,Community_Discussion
TXT_00481,"""Make contact with the ball. - Paul Dunne, when asked what his thoughts will be on the first tee tomorrow at #TheOpen""",Neutral,Community_Discussion
TXT_00482,The Guardian view on the BBC plans: nice ideas but much to prove | Editorial via @user,Positive,Community_Discussion
TXT_00483,@user how do you think Tom Brady will play this Thursday on TNF?,Neutral,Community_Discussion
TXT_00484,Lechlade's view on the upcoming clash with Marlborough CC on Saturday,Neutral,Community_Discussion
TXT_00485,@user o ok they got me off today wed &friday but ima talk to Zachary to see if I can work split shifts the rest of the week,Positive,Community_Discussion
TXT_00486,"""With Nunes/Holm/Pena all carving out potential paths to title shots, the cupboard may not be as bare for Rousey as we thought.""",Neutral,Community_Discussion
TXT_00487,"@user Hi Stephen, wanted to double check with you on your availability for Eid Dinner on Sat 25th at The Orchards from 11:30 to 13:30""",Neutral,Community_Discussion
TXT_00488,"As happy as I am to be going to Disneyland this Saturday, I wish I was going next Friday for Dapper Day instead.",Positive,Technical_Issues
TXT_00489,Cmon we are in the 2nd spot! Let's regain the #1 ! Less than 2 days till voting closes #MTVStars Lady Gaga,Positive,Community_Discussion
TXT_00490,"""WASHINGTON -- Wisconsin Gov. Scott Walker (R), a staunch advocate of beefing up security on the southern border, said Sunday he is open to""",Neutral,Community_Discussion
TXT_00491,"Kurt Cobain solo album release in November is exciting (and he's dead), far more exciting than neanderthal Ed Sheeran  #AlisaReal #NME",Positive,Community_Discussion
TXT_00492,Sunanda Pushkar's son Shiv Pushkar Menon on Saturday asked the Delhi Police to conclude the inquiry into his mother's death expeditiously...,Neutral,Feature_Feedback
TXT_00493,"@user I was just about to say, I know where NaterTater is going to be tonight...It's PaleyFest for Castle so I am not THAT stalkerish""",Neutral,Community_Discussion
TXT_00494,Diego Costa a doubt for tomorrow. Then again he's been a doubt for half Chelsea's games this season. #cfc,Negative,Community_Discussion
TXT_00495,Mighty Quinn: November 14: And the the winner is ... Curtis The Boxer:,Neutral,Feature_Feedback
TXT_00496,i hope john cena comes to school on tuesday and five knuckle shuffles the fuck out of yall,Negative,Community_Discussion
TXT_00497,"""Uncover the Eternal City! Return flights to Rome travel on the 21st January, for 3 nights Augustea, 3 star Hotel...",Neutral,Community_Discussion
TXT_00498,Tomorrow is the only pool part at night to b at with @user AND @user Splash Dance @user,Positive,Community_Discussion
TXT_00499,Fuck you\u002c band that covered it on Friday night\u002c and fuck you Ricky Martin for existing in the first place you big jerk.,Negative,Account_Security
TXT_00500,AYYYYYE!!! Baby Girl Fresh will be at the HOUSE OF BLUES in December! Make sure yall come out and SUPPORT!,Positive,Community_Discussion
TXT_00501,I\u2019m going to Romeo Santos at ESTADIO OLIMPICO in Santo Domingo\u002c Dominican Republic - Dec 15,Neutral,Community_Discussion
TXT_00502,What's the requirement to work at Dunkin? Complete up to 8th grade? Reasons I hate going there. No people skills.,Negative,Feature_Feedback
TXT_00503,@user @user Close early on Thanksgiving Eve. Decorate like the Dickens. Thanksgiving Day OFF! Boom. Store all Christmas for Friday.,Neutral,Community_Discussion
TXT_00504,My soup just blew up in the microwave and exploded everywhere. So far today has been a bigger bitch than Madonna is to hydrangeas.,Negative,Community_Discussion
TXT_00505,".@Olivianuzzi Eric Cantor, who evidently wants Jeb Bush to lose the nomination, will endorse Jeb Bush on Thursday",Negative,Community_Discussion
TXT_00506,@user i swear!! You dont needa be that ratchet in 7th grade. I was just about to call Joseph Kony.,Negative,Community_Discussion
TXT_00507,Huckabee claims SCOTUS made new law on SSM. No. The equal protection clause of the 14th Amendment is more than a century old.,Negative,Community_Discussion
TXT_00508,im really happy tht Shawn won at the TCA on the 16th of August  im proud of him.,Positive,Technical_Issues
TXT_00509,Sunday means Eggs Benedict and Florentine at the Iguana! Another beautiful morning\u002c come on out and enjoy the pool and 2 x 1 Bloody Marys!,Positive,Community_Discussion
TXT_00510,It seems the rest of my life may just be convincing people to watch Ant-Man with me.,Negative,Community_Discussion
TXT_00511,This Saturday we\u2019re in scenic Petrolia - Come one\u002c come all to the Mattole Valley Community Center\u2019s Mid-Summer...,Neutral,Community_Discussion
TXT_00512,@user Happy Thursday Jennette from Detroits #1 Radio station WROM Radio have a great weekend ahead We love a follow back from you,Positive,Technical_Issues
TXT_00513,@user @user account to Kims MOTHER Kim was born 1976 she turned 39 July 11. Nicki will be 33 in 4 months. My accuracy &gt; urs,Neutral,Account_Security
TXT_00514,"@user @user @user @user Seinfeld when Kramer is lost and confused, ""I'm on the corner of 1st and 1st?",Positive,Community_Discussion
TXT_00515,@user I'm buying it tomorrow! Along with the new Iron Maiden!!! #GotYourSix #TheBookOfSouls,Positive,Community_Discussion
TXT_00516,So whos seeing Peacock and Gamble tomorrow who can get me a ticket because I haven\u2019t got a card. I have the money\u002c I\u2019ll give it to you there,Neutral,Community_Discussion
TXT_00517,"Whatcha gonna do, when Donald Trump comes to a city near you brother! He may not have all the answers, but in the past 8 yrs. has Mr. Obama?",Negative,Community_Discussion
TXT_00518,May be Rick Perry wishes he would have answered question he was asked 5 times in 24 hours on fox what would u do with 11 million illegals?,Negative,Community_Discussion
TXT_00519,8am in UK then 4am here in the Philippines but the same date. Nov/3/2012,Neutral,Community_Discussion
TXT_00520,Sarah Palin being chosen as Donald Trump's running mate or chief promoter may be the last thing that could ever surprise folks!,Negative,Community_Discussion
TXT_00521,TGIF by Katy Perry just came on &amp; it's Friday AYEEEEEEEEE,Positive,Community_Discussion
TXT_00522,"""Is there a decent karaoke spot in Tulsa on a Wednesday? I feel the need to do """"Number of the Beast"""" by Iron Maiden in honor of @user",Neutral,Community_Discussion
TXT_00523,"""#KimDavis if u gave as much thought to your own marriage as u do to gay marriage,  you wouldn't be on your 4th marriage now.""",Negative,Community_Discussion
TXT_00524,"""Blog Post: MTV\u2019s \""""""""Teen Mom 2\"""""""" Returns for an Intense Third Season with Chelsea\u002c Jenelle\u002c Kailyn and Leah on Monday\u002c...",Neutral,Community_Discussion
TXT_00525,I may have just splurged on this: \u2019Firefly: A Celebration (Anniversary Edition)\u2019 by Joss Whedon... #dontjudgeme,Neutral,Community_Discussion
TXT_00526,@user i am going to the london grand prix on the saturday next year! Might meet you there!!,Neutral,Community_Discussion
TXT_00527,"""Ukraine negotiates free trade agreements with Turkey and Israel: TASS - Economy - Sat, 26 Dec 2015 21:01:26 GM...",Neutral,Community_Discussion
TXT_00528,Awesome acapella version of Bob Marley's 'Could you be loved' to brighten everyone's Thursday morning! :D,Positive,Community_Discussion
TXT_00529,Kendrick Lamar KILLED J.Cole in the Black Friday Aswr.,Negative,Community_Discussion
TXT_00530,"Oh shit, might be going to ihop tomorrow Elliott gone kill me",Neutral,Community_Discussion
TXT_00531,"""RT @user \""""@TheFakeCNN: Republicans says that the earthquake occurred on a fault line called \""""Obama's Fault\"""".\"""" C'Mon, U Know this ...""",Negative,Community_Discussion
TXT_00532,my party on.the 2nd at club Crucial ima b bouncing around singing iam freebarz I am freebarz.like I really am apart of the movement lol,Neutral,Community_Discussion
TXT_00533,Abbey Dawn New York Fashion Week Show 2012 - 10 September 2012 ~ avril's waving at you! <3,Neutral,Community_Discussion
TXT_00534,Whoa! Carly Fiorina had interview with Chris Matthews after 1st debate and even he was impressed...,Positive,Community_Discussion
TXT_00535,@user Was there a specific reason you guys stopped doing Kpop Music Monday?  Feel out of touch with KPOP since you stopped. :(,Negative,Community_Discussion
TXT_00536,"""All request Friday...  Dedicate to @user  Her fav @user tune... Iron Maiden,  Fear of the Dark... QUEEN of Darkside always""",Neutral,Community_Discussion
TXT_00537,"@user Harry Potter, Percy Jackson, Thursday Next, Game of Thrones, or Pillars of the Earth are mine. #SS15",Positive,Community_Discussion
TXT_00538,Meetings in Edmonton tomorrow morning. Shopping in the afternoon. Football game in the evening. Drinks afterwards? Where?,Neutral,Community_Discussion
TXT_00539,"@user If the day should ever come that u do a video for Bad Blood, may I audition for the part of Lucky Fiori sir?""",Neutral,Community_Discussion
TXT_00540,Four Lions is a brilliant film but I think it may be a bit insensitive of Channel 4 to show it so close to 9/11...,Negative,Community_Discussion
TXT_00541,@user Well\u002c on the bright side\u002c you may end up with the 5DMK III with a discount.,Positive,Community_Discussion
TXT_00542,'Frank Gifford' appeared on Monday 10 at the 19th place in the Top20 of Edmonton's Trends: #trndnl,Neutral,Technical_Issues
TXT_00543,@user LMAO Nicki can never fuck with Kim. Kim's Black Friday diss record lyrically slaughtered Nicki. What are u talkin bout???,Negative,Community_Discussion
TXT_00544,"""Remember The Sun newspaper supports this Tory government, it supported Tony Blair's government. It is an insult to us all. Vote #Corbyn :)""",Negative,Community_Discussion
TXT_00545,"@user ow god haha, going home at break tomorrow btw cuz my anutys down from York so going for a meal xx""",Positive,Technical_Issues
TXT_00546,Moto G (3rd gen) vs. Moto X Play specs: What's the difference?,Neutral,Community_Discussion
TXT_00547,Endymion is responsible for the 6th Q-BASE update. Here\u2019s the preview of their Thunderdome anthem. Watch\u002c listen...,Neutral,Technical_Issues
TXT_00548,I really feel like poor planning was involved in whatever it was that made Ash Wednesday and National Margarita Day collide,Negative,Community_Discussion
TXT_00549,@user COWBOYS FANS. we need to temper our expectations going into this Sunday's game against the Giants....,Neutral,Community_Discussion
TXT_00550,"""I just took Airtime, the new video chat service from start-up stars Shawn Fanning and Sean Parker, for a spin on Tuesday, its first ...""",Neutral,Community_Discussion
TXT_00551,@user thank you Gucci! We on tomorrow and all weekend!,Positive,Community_Discussion
TXT_00552,How To Dress Well plays Santos Party House on October 8th with o f f Love and Warm Ghost!,Neutral,Community_Discussion
TXT_00553,I want to go to the SMB tomorrow but worried i will oversleep :/ been sleeping through my alarm,Negative,Community_Discussion
TXT_00554,"Obama gets Iran victory, TABOR gets another black eye, &amp; Rick Perry prepares for the end. #copolitics #copols #coleg",Positive,Community_Discussion
TXT_00555,Tuesday will be my last day in Florida :-(,Negative,Community_Discussion
TXT_00556,"""'There's no point to Sharknado, they may as well as had Slothnado. Sloths killing ppl with their hooks'""",Negative,Community_Discussion
TXT_00557,In rugby news\u002c @user are winning 26-5 at Cobham\u002c with the four-try bonus point in the bag. See The Monday Gazette for a full report.,Positive,Community_Discussion
TXT_00558,"""*sunrise* Rahul Gandhi : Can you see sunlight? Students : Yesss! Rahul Gandhi : May be you can see it, i don't, i am inside the hall.""",Neutral,Community_Discussion
TXT_00559,"@user here it's over, Eid on Friday,4th day no Eid @user @user @user @user @user @user",Neutral,Community_Discussion
TXT_00560,@user So the Same Technical Point was not seen When Modi was Opening his Big Mouth in Rallies ? Ahhhh may be he seen names of his owner,Negative,Community_Discussion
TXT_00561,George Osborne recently parked his tanks on Labour's lawn. Now he's turned off the engines:,Neutral,Community_Discussion
TXT_00562,"""i haven't hung out with deron since sunday, & i feel like i havent hung out with him in forever. #FootballBoyfriendProbz""",Negative,Community_Discussion
TXT_00563,CTV Report Harper's troubled campaign may result in the dumping of his campaign manager Jenni Byrne #cdnpoli #elxn42,Negative,Community_Discussion
TXT_00564,Yes glass of red\u002c Rammstein and day off tomorrow (thank you @user just what I needed.,Positive,Community_Discussion
TXT_00565,@user from Brazil. It has some differences. We may have the same words for some things but the pronunciation is way different :),Neutral,Community_Discussion
TXT_00566,I want to go for Dance on Friday but it seems like I can't because it's Nurses Day on that and we can't skip it! NUUU. HAIS.,Negative,Community_Discussion
TXT_00567,February 13 is going to kill me @user @user @user thanks for skipping Indiana -.-,Negative,Community_Discussion
TXT_00568,Samsung will be unveiling the Galaxy Note 5 on August 13th,Neutral,Community_Discussion
TXT_00569,"""#Brewers Ryan Braun went 2-for-5 with a run scored, 81st RBI and his 25th double of the season. #MLB""",Neutral,Community_Discussion
TXT_00570,Conor McGregor will be serenaded into the Octagon by Sinead O'Connor on Saturday night. The Dubliner takes on Chad Mendes for the UFC's,Neutral,Community_Discussion
TXT_00571,Dustin Johnson moves to 6-under through 11. Clearly the strategy is to get so far ahead that penalty strokes on Sunday won't matter.,Neutral,Community_Discussion
TXT_00572,"""So guys my Internet wont be fixed till tomorrow morning so no Ustream tonight so sorry but will have Instagram later, tweet name then! Woo""",Negative,Community_Discussion
TXT_00573,"@user More propaganda from the BBC, they promote platforms of dissent, one day they may return to journalism, make the BBC a PLC.",Negative,Community_Discussion
TXT_00574,#entrepreneur #angelinvestor pitch in on the new birthday party / Super Bowl Sunday treat,Positive,Community_Discussion
TXT_00575,"""I'm going to be quietly singing """"John Cena sucks! John Cena sucks!"""" to myself for most of tomorrow. Well done, #SummerSlam crowd.""",Negative,Feature_Feedback
TXT_00576,Chris Brown comes sept 15th and tickets are only $40. They're not great seats but still...Someone should go with me,Positive,Community_Discussion
TXT_00577,#Specialneeds judo weekly class on at the #Southville Centre tomorrow night - medal winning sports stars!,Positive,Community_Discussion
TXT_00578,ok when I'm sober tomorrow I NEED to talk to people about Hannibal,Positive,Community_Discussion
TXT_00579,"""'Islam and Democracy in Indonesia', 15 September 12:30-13:30, with Michael Buehler speaking @user @user",Neutral,Community_Discussion
TXT_00580,I\u2019m going to the Duke game on Saturday. Haha. DUKE. What\u2019a joke they are.,Negative,Community_Discussion
TXT_00581,I never had a good time\u002c I sat by my bedside\u002c with papers & poetry about Estella.,Negative,Community_Discussion
TXT_00582,Come scoop meRT @user I gotta go shopping tomorrow! I keep putin it off. Ima fuck around &amp; ain\u2019t gone have shit to wear to Gotti,Negative,Community_Discussion
TXT_00583,"""Rick Perry May Not Have an Exit Strategy."" I encourage all Perry supporters to read this. Get the story out there.",Negative,Community_Discussion
TXT_00584,Meet the South African who put 'Game of Thrones' on the map &gt; in #SundayTimes Lifestyle tomorrow,Positive,Community_Discussion
TXT_00585,@user - Just watched the Klitschko fight from sat. @user ruined it talking over ring entrances & talking shit throughout.,Negative,Feature_Feedback
TXT_00586,I don\u2019t want to go to school on Monday . My excuse will be that HISD doesn\u2019t have school lol ~,Negative,Community_Discussion
TXT_00587,Is Seth Rollins the most talked about wwe champion of all time of being clowned every Monday nite??I mean everybody takes turns on him,Neutral,Community_Discussion
TXT_00588,"""I think I saw my soul mate on the metro this morning. But I didn't get to talk to her and I have left Milan, this may be a tough one""",Negative,Community_Discussion
TXT_00589,Game plan for the 2nd half. Don't pass it to Asiata.,Negative,Community_Discussion
TXT_00590,Kirko Bangz is the weakest nigga in the game i smoke weed with that nigga in 8th grade off  edgebrook i thought he was lame then n still do,Negative,Account_Security
TXT_00591,"""Started following Paul Dunne, @user on Friday. He had 950 followers. Right now he's at 13,400.""",Neutral,Community_Discussion
TXT_00592,Congrats!!! to the Philippine Patriots for winning over Singapore Slingers last saturday... Go Patriots!!! :),Positive,Community_Discussion
TXT_00593,@user @user i seized some in our neighborhood on EID's 2nd day but faced some anger frm their families' side :( so gave thm back,Negative,Community_Discussion
TXT_00594,@user the DBS I get there name tomorrow and ray Lewis is still talking bout u Anit going in the middle lmfao,Neutral,Community_Discussion
TXT_00595,Dustin Johnson dealt with another major disappointment after shooting +3 &amp; going from leading after 2 at -10 to being tied for 22nd &amp; at -7,Negative,Technical_Issues
TXT_00596,In honor of National Margarita Day  come and enjoy $3 Margarita\u2019s\u002c and the usual wednesday specials $1 drafts and free food buffett!!!,Positive,Community_Discussion
TXT_00597,"Oh is there really a 2 hour delay tomorrow oh didn't know so keep posting it""",Negative,Community_Discussion
TXT_00598,Joe Biden: run for presidency dependent on my 'emotional energy'   He want us to clap for him or something?,Neutral,Community_Discussion
TXT_00599,Just got Madonna tickets for the 2nd night at MSG for myself and  Matthew Carl-Brucker Toles.....  which means 4...,Positive,Community_Discussion
TXT_00600,British and Europeans also thought Hitler was not a threat either. Russians were nice and Muslims just misunderstood,Negative,Community_Discussion
TXT_00601,16:46 Steven Pourier\u002c Jr. (OLC) MADE the 1 shot Free Throw. DaSU leads 8 - 6 in the 1st Half. #NAIAMBB,Neutral,Community_Discussion
TXT_00602,So review says no homerun. Red Sox counter with review saying he was out at 3rd. #ReviewItAll,Neutral,Community_Discussion
TXT_00603,"""Statesboro, Ga has just been added to the tour dates for Sept 28th at Rum Runners!""",Neutral,Community_Discussion
TXT_00604,Why am England playing on a Thursday have they got that shit that they're in the Europa League?,Negative,Community_Discussion
TXT_00605,"What a great way to start out the Men's Retreat, PANCAKES! We are all meeting Friday morning at 8am at IHOP on...",Positive,Community_Discussion
TXT_00606,back to fill the void widely left open by both Hulk Hogan's ousting and Roddy Piper's death,Neutral,Community_Discussion
TXT_00607,Boko Haram on Saturday claimed responsibility for attacks in Chad's capital N'Djamena and the Nigerian city of...,Negative,Community_Discussion
TXT_00608,I still have a lot of candy left anyone want tomorrow :\u2019),Positive,Community_Discussion
TXT_00609,Why is my mind doing this to me? 1st I think about Max and how he always knows when I\u2019m sad and now I think about what happens when he dies,Negative,Technical_Issues
TXT_00610,@user Grow it out. I wanna see a part in the middle and Bali beads either side before the 31st of Fan.,Neutral,Community_Discussion
TXT_00611,"""Jessica attended Lane Crawford's 1st anniversary event at Shanghai Times Square, China on the 16th.""",Neutral,Community_Discussion
TXT_00612,May Allah knower from which country as Kuwait and bad guys that think power and support israel zionist.Their dedication with Nasa is Revert,Negative,Community_Discussion
TXT_00613,Seeing everyone's posts at the Mid state Fair getting for Jason aldean is making me so excited for tomorrow :),Positive,Community_Discussion
TXT_00614,"Mass Mayor Puts Jindal On Blast - Bobby Jindal may not make the first Republican primary debate, but he has found ...",Neutral,Community_Discussion
TXT_00615,Grand Opening for  Villa Sneakers is Sat 20th with Club's 937 Lv and Ricky Burns at 10am |,Positive,Community_Discussion
TXT_00616,"""\"""": #Patriots Tom Brady wins AFC offensive player of the week for 22nd time.\""""... --#NFL""",Positive,Community_Discussion
TXT_00617,"Donald Trump may ""say it like it is"" but what is the likelihood that he would have a cooperative Congress, Caller? @user",Neutral,Community_Discussion
TXT_00618,The Pacers are counting on Paul George to step up\u002c Gerald Green and DJ Augustin are your adds... Nat 2nd in the East\u002c son.,Neutral,Community_Discussion
TXT_00619,Huh?! Holm isn't ready. Nothing in her previous fights makes me think she can beat Rousey.,Negative,Community_Discussion
TXT_00620,Beginning to worry Murray may be stuck on two grand slams for the rest of his career.,Neutral,Community_Discussion
TXT_00621,David Wright grounds out in the 9th. Was 2-for-5 today.,Negative,Community_Discussion
TXT_00622,Sorta lucky Joe doesn\u2019t have twitter\u002c but seriously\u002c when he sees me on sunday morning he\u2019ll probably leave me alone,Positive,Community_Discussion
TXT_00623,If you are curious about my wild Friday nights: I promised Liam I would play Minecraft &amp; Kennedy requested burritos for dinner.,Positive,Community_Discussion
TXT_00624,"""I have a 150 minute flight tomorrow morning. #fuck #sleeping #tonight. I'm going to sleep on the plane, and listen to Yoko Kanno.""",Negative,Community_Discussion
TXT_00625,I remember when I had twitter jail on a football Sunday during the Cowboys game. The game wasn\u2019t even halfway done #HatedIt,Negative,Community_Discussion
TXT_00626,"""2-run HR by Jackie Bradley Jr., Red Sox now up 7-2 over Toronto, what a 2nd half he has had""",Positive,Community_Discussion
TXT_00627,"@user @user if he can play then I hope he plays against barca, on the 20th",Neutral,Community_Discussion
TXT_00628,"""I sat down two men today and all they could talk about was how nasty Caitlyn Jenner, i found their sexuality even more disgusting than hers""",Negative,Technical_Issues
TXT_00629,"""Josh Hamilton can strike out 4 times but if bats in the 9th or later, he will win you the baseball game.""",Positive,Community_Discussion
TXT_00630,Retweet if you want the 3rd world invasion of Muslims and Mexicans into USA stopped &amp; mass Deportations! @user,Neutral,Community_Discussion
TXT_00631,Definitely wish I could catch this tomorrow night. Dare Night: LockDown @user at the Gladstone Hotel.,Positive,Technical_Issues
TXT_00632,"""People may agree with Rahul Gandhi, even though misinforemd, but they won't vote for Congress. They might not vote for BJP either, soon.""",Neutral,Community_Discussion
TXT_00633,"@user Any of the NY Times' long-form coverage of Ebola, especially the hospitals in Africa. Or the chemweaps piece from Sunday.""",Neutral,Community_Discussion
TXT_00634,What a time to get a net cord....Murray now 5-1 up in the 3rd to stay in the US Open...,Neutral,Community_Discussion
TXT_00635,"""The 2nd act released onto the FUTURE-ONE line up is the massive ORGAN DONORS! 30th November @ City Nightclub, Falkirk. #Nutcases""",Neutral,Community_Discussion
TXT_00636,The Foo Fighters noise will be so annoying on Saturday trying to watch the football,Negative,Community_Discussion
TXT_00637,FUCK Halloween. Fuck thanksgiving. Fuck my birthday. Fuck Christmas\u002c the New Year\u002c Valentines\u002c St. Patrick\u2019s\u002c April fools. Fuck all of that.,Negative,Community_Discussion
TXT_00638,"""1./ """"O you who believe! don't take the Jews and the Christians for friends; they are friends of each other.",Neutral,Community_Discussion
TXT_00639,#BMF1USA Vettel announces that he will use his 6th full engine in Austin and he won't take part in qualy beacause he will start from pitlane,Neutral,Community_Discussion
TXT_00640,He also picked Justin Bieber's Baby but c'mon he's just a kid. Ima let that slide. Haha!,Neutral,Community_Discussion
TXT_00641,I'm going to try to get it done before I see Shawn tomorrow but I don't think it's gunna happen,Negative,Technical_Issues
TXT_00642,"@user on Sunday in Milan it's Derby Day! I'm re-wearching that video about it, Sick. #Amala #forzaInter""",Positive,Community_Discussion
TXT_00643,I don't see why justin thinks it's okay to work Tuesday's.. It's fall were supposed to get $1 burgers at bar Louie and blackout,Negative,Feature_Feedback
TXT_00644,Maybe she won't...but shit then again maybe she will... - She Will ft Drake coming out today ! Single off CARTER IV !,Negative,Community_Discussion
